cid,mw,heavy_atoms,n_carbon,n_oxygen,n_nitrogen,n_sulfur,n_halogen,heteroatoms,logp,molar_refractivity,tpsa,labute_asa,h_donors,h_acceptors,rot_bonds,rings,aromatic_rings,aliphatic_rings,saturated_rings,fraction_csp3,valence_electrons,bertz_complexity,tag_acid,tag_aromatic,tag_chlorine,tag_citrus,tag_fatty,tag_floral,tag_fruity,tag_green,tag_mint,tag_musty,tag_pungent,tag_rose,tag_spicy,tag_sweet,tag_woody,n_tags,primary_tag_id
6590,88.106,6,4,2,0,0,0,2,0.727,22.4738,37.3,36.79,1,1,1,0,0,0,0,0.75,36,56.568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6591,167.85,6,2,0,0,0,4,4,2.5938,30.988,0.0,56.317,0,0,1,0,0,0,0,1.0,38,26.529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6597,128.942,6,2,2,0,0,2,4,0.8747,23.1298,37.3,44.666,1,1,1,0,0,0,0,0.5,36,60.568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6616,136.238,10,10,0,0,0,0,0,2.9987,43.752,0.0,63.322,0,0,0,2,0,2,2,0.8,56,176.477,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,6,1
6621,252.722,16,12,2,0,1,1,4,3.1728,63.3458,34.14,99.417,0,2,2,2,2,0,0,0.0,82,574.176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6627,253.204,15,12,0,0,0,2,3,2.7206,69.612,0.0,99.887,0,0,2,2,2,0,0,0.0,76,384.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
6658,100.117,7,5,2,0,0,0,2,0.7355,26.83,26.3,42.784,0,2,1,0,0,0,0,0.4,40,94.253,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,12
6669,294.307,21,14,5,2,0,0,7,3.6199,77.9293,103.35,121.818,0,5,3,1,1,0,0,0.5,114,615.304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14
6720,295.336,14,6,2,1,0,5,8,4.8618,58.1464,43.14,103.601,0,2,1,1,1,0,0,0.0,76,390.168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
6736,131.178,10,9,0,1,0,0,1,2.4763,43.0357,15.79,59.687,1,0,0,2,2,0,0,0.1111,50,346.256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
6753,268.269,19,12,5,2,0,0,7,3.1175,69.7398,95.51,110.041,0,5,3,1,1,0,0,0.5,104,546.031,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,11
6777,330.424,24,20,4,0,0,0,4,4.6656,91.019,52.6,143.079,0,4,4,3,1,2,2,0.6,130,517.757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6780,208.216,16,14,2,0,0,0,2,2.462,59.749,34.14,92.536,0,2,0,3,2,1,0,0.0,76,506.137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6781,222.24,16,12,4,0,0,0,4,2.04,58.355,52.6,94.171,0,4,4,1,1,0,0,0.3333,86,347.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6786,334.456,24,20,4,0,0,0,4,5.1608,95.291,52.6,145.091,0,4,12,1,1,0,0,0.6,134,451.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6826,165.192,12,9,2,1,0,0,3,1.5149,47.3282,38.33,71.351,1,3,2,1,1,0,0,0.2222,64,283.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6877,165.192,12,9,2,1,0,0,3,1.4455,46.8109,52.32,71.141,1,3,2,1,1,0,0,0.2222,64,283.612,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
6909,232.41,12,3,3,3,0,3,9,-0.8226,42.975,66.0,79.45,0,3,0,1,1,0,0,0.0,66,380.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
6944,137.138,10,7,2,1,0,0,3,1.9032,37.8334,43.14,58.449,0,2,1,1,1,0,0,0.1429,52,257.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6946,138.126,10,6,2,2,0,0,4,1.177,37.5088,69.16,57.424,1,3,1,1,1,0,0,0.0,52,259.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
6947,139.11,10,6,3,1,0,0,4,1.3004,34.7612,63.37,56.879,1,3,1,1,1,0,0,0.0,52,258.925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6950,240.215,17,10,5,2,0,0,7,2.7221,60.1216,106.51,96.991,1,5,4,1,1,0,0,0.4,92,472.009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6989,150.221,11,10,1,0,0,0,1,2.824,46.9328,20.23,67.685,1,1,1,1,1,0,0,0.4,60,251.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3
6998,122.123,9,7,2,0,0,0,2,1.2047,33.4943,37.3,52.752,1,2,1,1,1,0,0,0.0,46,217.911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7040,174.159,13,9,2,2,0,0,4,1.9296,46.742,58.86,74.64,0,4,2,1,1,0,0,0.1111,64,377.373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7042,128.134,10,8,0,2,0,0,2,1.43,35.872,47.58,58.946,0,2,0,1,1,0,0,0.0,46,281.765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7044,138.254,10,10,0,0,0,0,0,3.3668,43.916,0.0,64.012,0,0,0,2,0,2,2,1.0,58,80.606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
7057,143.189,11,10,0,1,0,0,1,2.422,48.3604,26.02,65.453,1,1,0,2,2,0,0,0.0,54,379.284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7092,160.172,12,10,2,0,0,0,2,2.1014,47.221,30.21,69.444,0,2,0,2,2,0,0,0.1,60,468.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7102,169.227,13,12,0,1,0,0,1,2.9358,56.2904,26.02,77.828,1,1,1,2,2,0,0,0.0,64,375.629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7127,178.231,13,11,2,0,0,0,2,2.4323,53.447,18.46,78.794,0,2,4,1,1,0,0,0.2727,70,292.142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
7148,134.178,10,9,1,0,0,0,1,2.2793,41.0635,17.07,60.688,0,1,2,1,1,0,0,0.2222,52,213.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7150,136.15,10,8,2,0,0,0,2,1.4732,37.7815,26.3,59.436,0,2,1,1,1,0,0,0.125,52,215.959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7237,106.168,8,8,0,0,0,0,0,2.3034,35.916,0.0,50.161,0,0,0,1,1,0,0,0.25,42,156.148,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
7238,126.586,8,7,0,0,0,1,1,2.6484,36.189,0.0,54.1,0,0,0,1,1,0,0,0.1429,42,160.497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7239,147.004,8,6,0,0,0,2,2,2.9934,36.462,0.0,58.038,0,0,0,1,1,0,0,0.0,42,162.638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7240,127.574,8,6,0,1,0,1,2,1.9222,35.8644,26.02,53.075,1,1,0,1,1,0,0,0.0,42,164.638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7242,107.156,8,7,0,1,0,0,1,1.5772,35.5914,26.02,49.136,1,1,0,1,1,0,0,0.1429,42,160.497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7247,120.195,9,9,0,0,0,0,0,2.6119,40.653,0.0,56.526,0,0,0,1,1,0,0,0.3333,48,211.278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7268,146.142,10,6,4,0,0,0,4,0.1126,33.266,52.6,59.114,0,4,2,0,0,0,0,0.6667,58,113.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7276,120.151,9,8,1,0,0,0,1,1.7579,35.135,12.53,54.269,0,1,1,2,1,1,1,0.25,46,188.982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7280,236.334,6,3,0,0,0,3,3,2.3836,37.229,0.0,59.507,0,0,2,0,0,0,0,1.0,38,27.974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7295,108.524,6,3,2,0,0,1,3,0.3982,22.736,26.3,41.047,0,2,1,0,0,0,0,0.6667,36,46.755,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7298,86.134,6,5,1,0,0,0,1,0.9213,24.4748,20.23,37.987,1,1,0,1,0,1,1,1.0,36,37.203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
7305,182.175,11,7,2,0,0,1,4,3.23,44.6405,26.3,67.707,0,2,2,0,0,0,0,1.0,68,167.77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
7308,358.547,25,22,2,0,1,0,3,6.4608,107.2106,40.46,155.849,2,3,2,2,2,0,0,0.4545,136,725.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7321,183.123,13,6,4,3,0,0,7,1.0852,44.1632,112.3,72.077,1,5,2,1,1,0,0,0.0,68,376.142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
7344,118.132,8,5,3,0,0,0,3,-0.0697,28.3138,46.53,48.268,1,3,2,0,0,0,0,0.8,48,77.743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7351,144.214,10,8,2,0,0,0,2,1.8416,40.635,26.3,62.569,0,2,3,0,0,0,0,0.875,60,105.825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
7368,146.111,10,7,0,0,0,3,3,2.7054,31.444,0.0,56.293,0,0,0,1,1,0,0,0.1429,54,199.841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7386,191.108,13,7,2,1,0,3,6,2.6136,38.0984,43.14,70.946,0,2,1,1,1,0,0,0.1429,70,334.755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7390,148.249,11,11,0,0,0,0,0,3.2925,49.879,0.0,69.256,0,0,0,1,1,0,0,0.4545,60,223.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7394,180.556,11,7,0,0,0,4,4,3.3588,36.454,0.0,66.596,0,0,0,1,1,0,0,0.1429,60,236.858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7406,120.195,9,9,0,0,0,0,0,2.81,40.531,0.0,56.526,0,0,1,1,1,0,0,0.3333,48,162.653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7407,118.179,9,9,0,0,0,0,0,2.7197,41.15,0.0,55.837,0,0,1,1,1,0,0,0.1111,46,196.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7409,122.167,9,8,1,0,0,0,1,1.7399,37.0758,20.23,54.956,1,1,1,1,1,0,0,0.25,48,167.182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7410,120.151,9,8,1,0,0,0,1,1.8892,36.4465,17.07,54.323,0,1,1,1,1,0,0,0.125,46,201.067,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7411,161.031,9,7,0,0,0,2,2,3.1628,40.889,0.0,64.403,0,0,1,1,1,0,0,0.1429,48,169.531,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
7412,140.569,9,7,1,0,0,1,2,2.0656,36.6255,17.07,58.261,0,1,1,1,1,0,0,0.0,46,205.416,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
7416,123.111,9,6,2,1,0,0,3,1.5948,33.0964,43.14,52.084,0,2,1,1,1,0,0,0.0,46,207.558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7422,137.138,10,7,2,1,0,0,3,1.9032,37.8334,43.14,58.449,0,2,1,1,1,0,0,0.1429,52,257.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7423,138.126,10,6,2,2,0,0,4,1.177,37.5088,69.16,57.424,1,3,1,1,1,0,0,0.0,52,259.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7463,134.222,10,10,0,0,0,0,0,3.1184,45.268,0.0,62.891,0,0,1,1,1,0,0,0.4,54,193.783,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
7471,135.21,10,9,0,1,0,0,1,2.061,45.506,3.24,62.286,0,1,1,1,1,0,0,0.3333,54,198.473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7473,137.138,10,7,2,1,0,0,3,1.9032,37.8334,43.14,58.449,0,2,1,1,1,0,0,0.1429,52,240.288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
7474,157.556,10,6,2,1,0,1,4,2.2482,38.1064,43.14,62.388,0,2,1,1,1,0,0,0.0,52,244.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7475,138.126,10,6,2,2,0,0,4,1.177,37.5088,69.16,57.424,1,3,1,1,1,0,0,0.0,52,242.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7476,150.177,11,9,2,0,0,0,2,1.8978,42.9985,26.3,65.801,0,2,2,1,1,0,0,0.2222,58,248.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7498,171.037,8,7,0,0,0,1,1,2.5815,39.073,0.0,57.664,0,0,1,1,1,0,0,0.1429,42,145.733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7500,106.168,8,8,0,0,0,0,0,2.249,35.82,0.0,50.161,0,0,1,1,1,0,0,0.25,42,141.384,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,13
7501,104.152,8,8,0,0,0,0,0,2.3296,36.533,0.0,49.472,0,0,1,1,1,0,0,0.0,40,162.653,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,11
7502,105.14,8,7,0,1,0,0,1,1.7246,34.328,12.89,48.691,0,1,1,1,1,0,0,0.0,40,167.002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7503,126.586,8,7,0,0,0,1,1,2.4254,35.999,0.0,54.1,0,0,1,1,1,0,0,0.1429,42,145.733,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
7516,108.144,8,6,0,2,0,0,2,0.9722,34.2521,38.05,48.291,2,2,1,1,1,0,0,0.0,42,147.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7519,108.14,8,7,1,0,0,0,1,1.6952,32.994,9.23,48.91,0,1,1,1,1,0,0,0.1429,42,145.733,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
7521,105.14,8,7,0,1,0,0,1,1.7246,34.328,12.89,48.691,0,1,1,1,1,0,0,0.0,40,167.002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7559,150.177,11,9,2,0,0,0,2,1.4021,42.162,26.3,65.801,0,2,2,1,1,0,0,0.2222,58,228.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7580,168.239,13,13,0,0,0,0,0,3.2774,55.69,0.0,78.853,0,0,2,2,2,0,0,0.0769,64,310.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7583,170.211,13,12,1,0,0,0,1,3.4789,52.958,9.23,77.602,0,1,2,2,2,0,0,0.0,64,315.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7590,164.204,12,10,2,0,0,0,2,1.7922,46.779,26.3,72.166,0,2,3,1,1,0,0,0.3,64,241.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
7591,165.192,12,9,2,1,0,0,3,2.255,47.0867,38.33,71.351,1,2,2,1,1,0,0,0.2222,64,245.965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7619,252.364,16,11,1,2,2,0,5,2.6356,67.869,25.36,102.559,0,5,2,3,2,1,1,0.3636,84,446.544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7641,370.574,26,22,4,0,0,0,4,6.066,106.998,52.6,160.953,0,4,17,0,0,0,0,0.9091,154,320.051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7667,183.048,9,8,0,0,0,1,1,3.0522,44.403,0.0,63.339,0,0,1,1,1,0,0,0.0,46,188.982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7710,156.225,11,9,2,0,0,0,2,2.2723,43.256,26.3,67.928,0,2,4,1,0,1,1,0.8889,64,131.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7720,130.231,9,8,1,0,0,0,1,2.1951,40.3918,20.23,58.088,1,1,5,0,0,0,0,1.0,56,48.529,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,5
7725,120.151,9,8,1,0,0,0,1,1.8075,36.5665,17.07,54.323,0,1,1,1,1,0,0,0.125,46,198.313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
7728,121.183,9,8,0,1,0,0,1,1.9524,38.352,12.89,55.746,0,1,1,1,1,0,0,0.375,48,176.264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7731,122.167,9,8,1,0,0,0,1,2.0036,37.731,9.23,55.275,0,1,1,1,1,0,0,0.25,48,176.264,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,11
7734,134.222,10,10,0,0,0,0,0,2.8114,45.198,0.0,62.891,0,0,2,1,1,0,0,0.4,54,160.698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7735,144.214,10,8,2,0,0,0,2,0.7774,39.6196,40.46,61.876,2,2,2,1,0,1,1,1.0,60,73.258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7748,167.002,7,4,2,0,0,1,3,0.9444,30.427,26.3,50.977,0,2,2,0,0,0,0,0.75,42,62.71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7749,102.133,7,5,2,0,0,0,2,0.9595,26.924,26.3,43.474,0,2,2,0,0,0,0,0.8,42,59.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
7751,122.551,7,4,2,0,0,1,3,0.7883,27.353,26.3,47.412,0,2,2,0,0,0,0,0.75,42,62.71,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12
7758,116.16,8,6,2,0,0,0,2,1.348,31.519,26.3,49.839,0,2,2,0,0,0,0,0.8333,48,78.598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7761,160.169,11,7,4,0,0,0,4,0.5027,37.883,52.6,65.479,0,4,4,0,0,0,0,0.7143,64,125.376,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,12
7762,116.16,8,6,2,0,0,0,2,1.3496,31.541,26.3,49.839,0,2,3,0,0,0,0,0.8333,48,60.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7765,118.176,8,6,2,0,0,0,2,1.4054,32.714,18.46,50.791,0,2,4,0,0,0,0,1.0,50,39.793,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1
7773,398.628,28,24,4,0,0,0,4,7.8296,115.872,52.6,173.612,0,4,20,0,0,0,0,0.9167,166,320.514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7794,154.253,11,10,1,0,0,0,1,2.9579,48.51,17.07,69.496,0,1,5,0,0,0,0,0.7,64,131.808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
7798,158.197,11,8,3,0,0,0,3,1.6564,40.915,43.37,66.73,0,3,4,0,0,0,0,0.75,64,124.273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7802,114.188,8,7,1,0,0,0,1,2.1557,34.823,17.07,51.09,0,1,4,0,0,0,0,0.8571,48,66.787,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4
7809,106.168,8,8,0,0,0,0,0,2.3034,35.916,0.0,50.161,0,0,0,1,1,0,0,0.25,42,138.898,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
7812,127.574,8,6,0,1,0,1,2,1.9222,35.8644,26.02,53.075,1,1,0,1,1,0,0,0.0,42,147.388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7813,107.156,8,7,0,1,0,0,1,1.5772,35.5914,26.02,49.136,1,1,0,1,1,0,0,0.1429,42,143.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7830,354.575,25,22,3,0,0,0,3,6.5784,104.84,38.83,155.786,0,3,18,1,0,1,1,0.9545,148,316.394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6
7834,72.107,5,4,1,0,0,0,1,0.7952,20.031,12.53,31.942,0,1,1,1,0,1,1,1.0,30,30.629,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
7835,92.525,5,3,1,0,0,1,2,0.624,20.46,12.53,35.88,0,1,1,1,0,1,1,1.0,30,33.874,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7837,142.154,10,7,3,0,0,0,3,0.5045,35.513,38.83,59.622,0,3,3,1,0,1,1,0.5714,56,158.234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7840,122.993,4,3,0,0,0,1,1,1.7913,24.085,0.0,35.337,0,0,1,0,0,0,0,1.0,26,5.245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7841,120.977,4,3,0,0,0,1,1,1.5673,23.991,0.0,34.647,0,0,1,0,0,0,0,0.3333,24,17.245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7844,56.108,4,4,0,0,0,0,0,1.5824,20.488,0.0,27.144,0,0,1,0,0,0,0,0.5,24,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7845,54.092,4,4,0,0,0,0,0,1.3584,20.394,0.0,26.455,0,0,1,0,0,0,0,0.0,22,21.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
7847,56.064,4,3,1,0,0,0,1,0.3713,16.261,17.07,24.941,0,1,1,0,0,0,0,0.0,22,24.265,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7850,76.526,4,3,0,0,0,1,1,1.4112,20.917,0.0,31.083,0,0,1,0,0,0,0,0.3333,24,17.245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7855,53.064,4,3,0,1,0,0,1,0.696,15.81,23.79,25.172,0,1,0,0,0,0,0,0.0,20,48.794,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7856,75.498,4,2,0,1,0,1,2,0.7488,16.333,23.79,29.8,0,1,0,0,0,0,0,0.5,22,35.793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7858,58.08,4,3,1,0,0,0,1,0.1647,17.2828,20.23,25.574,1,1,1,0,0,0,0,0.3333,24,17.245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7859,56.064,4,3,1,0,0,0,1,-0.3881,15.9188,20.23,25.263,1,1,0,0,0,0,0,0.3333,22,33.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7861,58.08,4,3,1,0,0,0,1,0.7763,17.206,9.23,25.893,0,1,1,0,0,0,0,0.3333,24,17.245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
7867,175.518,7,3,0,0,0,3,4,2.8277,38.317,0.0,58.186,0,0,2,0,0,0,0,0.3333,42,65.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7871,140.094,8,4,2,0,0,1,4,2.2038,30.8595,26.3,48.612,0,2,2,0,0,0,0,1.0,50,106.606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7873,290.189,17,8,7,0,0,0,9,3.3652,62.802,80.29,101.961,0,7,10,0,0,0,0,1.0,104,245.598,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
7885,205.588,9,5,0,0,0,3,4,3.8319,47.645,0.0,71.606,0,0,4,0,0,0,0,1.0,56,69.094,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
7903,89.094,6,3,2,1,0,0,3,0.6731,22.1524,43.14,36.122,0,2,2,0,0,0,0,1.0,36,52.755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7909,100.161,7,6,1,0,0,0,1,1.6215,30.136,17.07,44.725,0,1,2,0,0,0,0,0.8333,42,64.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
7914,102.177,7,6,1,0,0,0,1,1.8198,31.357,9.23,45.678,0,1,2,0,0,0,0,1.0,44,33.445,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
7915,102.133,7,5,2,0,0,0,2,0.9579,26.902,26.3,43.474,0,2,1,0,0,0,0,0.8,42,66.48,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,12
7917,122.551,7,4,2,0,0,1,3,1.7702,27.47,26.3,47.412,0,2,1,0,0,0,0,0.75,42,70.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7918,102.089,7,4,3,0,0,0,3,0.096,22.447,43.37,41.271,0,3,0,0,0,0,0,0.5,40,83.108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7923,98.057,7,4,3,0,0,0,3,-0.374,20.239,43.37,39.575,0,3,0,1,0,1,0,0.0,36,129.014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
7929,106.168,8,8,0,0,0,0,0,2.3034,35.916,0.0,50.161,0,0,0,1,1,0,0,0.25,42,159.898,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
7932,127.574,8,6,0,1,0,1,2,1.9222,35.8644,26.02,53.075,1,1,0,1,1,0,0,0.0,42,168.388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
