cid,mw,heavy_atoms,n_carbon,n_oxygen,n_nitrogen,n_sulfur,n_halogen,heteroatoms,logp,molar_refractivity,tpsa,labute_asa,h_donors,h_acceptors,rot_bonds,rings,aromatic_rings,aliphatic_rings,saturated_rings,fraction_csp3,valence_electrons,bertz_complexity,tag_acid,tag_aromatic,tag_chlorine,tag_citrus,tag_fatty,tag_floral,tag_fruity,tag_green,tag_mint,tag_musty,tag_pungent,tag_rose,tag_spicy,tag_sweet,tag_woody,n_tags,primary_tag_id
61022,370.574,26,22,4,0,0,0,4,6.351,107.094,52.6,160.953,0,4,17,0,0,0,0,0.9091,154,320.051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
61088,162.15,8,2,0,2,2,0,6,-6.0747,27.778,36.15,103.529,0,4,0,0,0,0,0,0.0,32,103.096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
61106,132.468,7,2,1,0,0,4,5,1.3141,16.915,17.07,42.066,0,1,0,0,0,0,0,0.5,42,85.426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
61250,133.147,9,5,3,1,0,0,4,1.3849,32.4714,52.37,53.92,0,3,5,0,0,0,0,1.0,54,84.272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
61286,333.255,21,16,3,0,0,2,5,5.1318,86.222,35.53,136.076,0,3,9,1,1,0,0,0.5625,118,449.148,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
61437,120.366,4,0,0,1,0,3,4,1.7498,19.398,3.24,39.379,0,1,0,0,0,0,0,0.0,26,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
61585,244.378,18,17,1,0,0,0,1,4.4105,76.4935,17.07,110.601,0,1,1,2,1,1,0,0.5882,98,501.077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14
61948,265.936,10,6,0,2,0,2,4,2.3424,45.912,47.58,77.084,0,2,3,0,0,0,0,0.6667,54,179.167,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
62097,281.093,12,8,2,1,0,1,4,1.9086,56.0547,38.33,86.38,1,2,4,0,0,0,0,0.625,68,183.232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
62324,92.525,5,3,1,0,0,1,2,1.1618,21.151,17.07,35.934,0,1,1,0,0,0,0,0.6667,30,42.158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
62329,297.267,21,12,6,3,0,0,9,3.3255,74.5792,129.42,119.58,0,6,3,1,1,0,0,0.5,114,618.932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
62478,300.805,11,2,2,0,1,6,9,3.0566,49.4998,34.14,93.549,0,2,0,0,0,0,0,1.0,68,210.288,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
62695,56.108,4,4,0,0,0,0,0,1.5824,20.488,0.0,27.144,0,0,0,0,0,0,0,0.5,24,15.219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
62781,149.665,9,7,0,1,0,1,2,-1.7493,35.6934,0.0,64.046,0,0,0,1,0,1,1,1.0,56,72.985,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,9
64505,180.159,11,7,2,0,0,1,4,3.1281,42.5965,26.3,66.701,0,2,2,1,0,1,1,1.0,66,159.824,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,9
65575,222.372,16,15,1,0,0,0,1,3.6098,66.0668,20.23,99.625,1,1,0,3,0,3,3,1.0,92,313.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
69610,100.004,5,1,1,0,0,2,4,1.7483,15.7465,17.07,28.605,0,1,0,0,0,0,0,1.0,32,55.784,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
73672,332.4,24,18,4,2,0,0,6,4.0218,91.9362,73.59,141.677,1,5,7,2,2,0,0,0.4444,130,682.544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
84098,359.325,24,15,4,1,1,3,9,3.2053,76.4643,77.24,134.921,0,5,4,3,2,1,1,0.3333,128,911.041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
86354,333.863,23,18,1,3,0,1,5,3.8634,93.9082,46.92,142.395,1,2,4,2,2,0,0,0.4444,124,696.292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
86453,429.817,28,15,5,5,1,2,13,1.9029,95.509,124.78,162.862,1,8,6,3,3,0,0,0.2,148,1167.083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
89440,258.405,19,18,1,0,0,0,1,4.7926,81.0165,17.07,116.966,0,1,1,2,1,1,0,0.6111,104,534.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89594,162.236,12,10,0,2,0,0,2,1.8483,48.842,16.13,73.23,0,2,1,2,1,1,1,0.5,64,245.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91497,258.405,19,18,1,0,0,0,1,4.5252,79.729,9.23,116.913,0,1,0,3,1,2,0,0.6667,104,524.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91731,465.093,29,13,4,4,0,8,16,5.986,87.2945,111.2,164.894,1,6,4,2,2,0,0,0.1538,156,1012.265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
91744,275.801,17,12,2,1,1,1,5,2.9716,73.337,29.54,111.329,0,3,5,1,1,0,0,0.5833,96,372.357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
91752,270.4,15,10,2,0,2,0,5,5.1944,73.9205,26.3,102.257,0,4,8,0,0,0,0,1.0,92,195.599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
93315,384.516,28,24,4,0,0,0,4,6.1938,110.356,60.44,167.903,0,4,12,2,1,1,0,0.5417,152,729.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104926,434.294,29,22,3,1,0,3,7,6.3171,107.912,59.32,177.996,0,4,6,3,2,1,1,0.2727,150,981.297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
108177,334.844,16,10,0,0,0,6,6,6.7602,74.008,0.0,121.933,0,0,0,2,2,0,0,0.0,84,589.859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
114878,300.399,15,10,0,0,0,5,5,6.1068,68.998,0.0,111.629,0,0,0,2,2,0,0,0.0,78,547.239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
145068,30.006,2,0,1,1,0,0,2,-0.4471,5.501,39.37,11.859,0,1,0,0,0,0,0,0.0,11,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
153909,395.397,27,15,6,5,1,0,12,0.5099,93.018,140.68,154.958,1,9,5,2,2,0,0,0.2667,144,978.413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
153974,359.416,26,21,2,1,0,2,5,5.1791,97.899,30.82,152.221,0,3,4,3,2,1,0,0.381,138,820.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
169132,222.288,16,12,2,2,0,0,4,2.243,60.637,58.86,95.861,0,4,3,1,0,1,1,0.8333,88,352.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
176879,300.358,22,17,3,2,0,0,5,3.8237,86.8054,59.59,129.772,2,4,5,2,2,0,0,0.2353,116,627.056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
180089,357.381,26,20,4,1,0,1,6,4.6003,93.588,68.55,151.468,0,5,8,2,2,0,0,0.3,136,783.388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
213029,257.805,17,14,1,1,0,1,3,3.2752,75.871,12.47,111.377,0,2,7,1,1,0,0,0.5714,98,282.779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
237332,126.111,9,6,3,0,0,0,3,0.5844,30.0183,50.44,51.911,1,3,2,1,1,0,0,0.1667,48,201.823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
246728,128.215,9,8,1,0,0,0,1,2.5458,39.44,17.07,57.455,0,1,5,0,0,0,0,0.875,54,76.637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
440917,136.238,10,10,0,0,0,0,0,3.3089,45.912,0.0,63.639,0,0,1,1,0,1,0,0.6,56,162.877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
442495,152.237,11,10,1,0,0,0,1,2.7119,46.396,17.07,68.49,0,1,0,1,0,1,1,0.7,62,196.918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
444795,300.442,22,20,2,0,0,0,2,5.6026,93.7618,37.3,134.175,1,1,5,1,0,1,0,0.45,120,566.515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
445070,222.372,16,15,1,0,0,0,1,4.3979,72.4988,20.23,100.574,1,1,7,0,0,0,0,0.6,92,265.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2
447466,70.091,5,4,1,0,0,0,1,0.7614,20.878,17.07,31.306,0,1,1,0,0,0,0,0.25,28,45.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
493591,344.313,23,12,11,0,0,0,11,-5.7612,70.8322,200.53,131.123,9,11,8,1,0,1,1,1.0,138,340.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517202,219.947,12,3,3,3,0,2,9,-4.5136,34.705,79.95,97.871,0,4,0,1,1,0,0,0.0,60,398.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
524223,231.509,13,10,0,0,0,3,3,4.8,58.978,0.0,91.023,0,0,0,2,2,0,0,0.0,66,462.922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
637511,132.162,10,9,1,0,0,0,1,1.8987,41.54,17.07,59.998,0,1,2,1,1,0,0,0.0,50,223.743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3
637531,196.29,14,12,2,0,0,0,2,2.7643,54.783,26.3,86.017,0,2,1,2,0,2,2,0.9167,80,269.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
637566,154.253,11,10,1,0,0,0,1,2.6714,49.5078,20.23,69.439,1,1,4,0,0,0,0,0.6,64,150.256,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,5
638011,152.237,11,10,1,0,0,0,1,2.878,48.486,17.07,68.806,0,1,4,0,0,0,0,0.5,62,171.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
643820,154.253,11,10,1,0,0,0,1,2.6714,49.5078,20.23,69.439,1,1,4,0,0,0,0,0.6,64,150.256,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,5
1268142,218.34,16,15,1,0,0,0,1,3.9042,67.133,17.07,98.619,0,1,1,2,0,2,1,0.6667,88,363.631,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1
1548943,305.418,22,18,3,1,0,0,4,3.7896,88.9515,58.56,132.74,2,3,9,1,1,0,0,0.5,122,495.106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
1549018,164.248,12,11,1,0,0,0,1,3.0221,50.989,17.07,74.165,0,1,3,1,0,1,0,0.5455,66,233.389,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1
1549026,196.29,14,12,2,0,0,0,2,3.2422,59.055,26.3,86.649,0,2,5,0,0,0,0,0.5833,80,232.706,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,6,4
3032552,46.005,3,0,2,1,0,0,3,0.0983,6.4815,49.33,16.817,0,2,0,0,0,0,0,0.0,17,10.265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
3423265,288.385,18,12,4,0,1,0,6,0.3881,67.4932,66.43,134.118,0,4,12,0,0,0,0,1.0,104,254.803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
3641960,227.648,13,7,2,1,1,1,6,-0.7848,47.5768,48.24,104.935,0,2,2,1,1,0,0,0.1429,66,362.584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
3672772,210.226,14,8,6,0,0,0,6,2.1662,46.9896,77.38,83.124,2,6,7,0,0,0,0,1.0,86,133.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
4347343,213.621,12,6,2,1,1,1,6,-1.0932,42.8398,48.24,98.57,0,2,2,1,1,0,0,0.0,60,326.661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
5273469,238.286,18,16,2,0,0,0,2,3.4432,71.714,26.3,106.534,0,2,4,2,2,0,0,0.0625,90,515.308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
5280970,110.971,5,3,0,0,0,2,2,1.9777,25.713,0.0,41.386,0,0,1,0,0,0,0,0.3333,30,31.874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
5281077,144.601,9,7,1,0,0,1,2,1.5132,39.0668,20.23,60.336,1,1,2,0,0,0,0,0.4286,50,145.485,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
5281167,100.161,7,6,1,0,0,0,1,1.335,31.1338,20.23,44.669,1,1,3,0,0,0,0,0.6667,42,48.142,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4
5282108,192.302,14,13,1,0,0,0,1,3.5141,60.083,17.07,86.895,0,1,2,1,0,1,0,0.6154,78,281.611,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,1
5282198,266.425,19,17,2,0,0,0,2,4.9045,82.0,26.3,118.474,0,2,9,0,0,0,0,0.7059,110,300.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5283468,356.547,25,21,4,0,0,0,4,4.9203,103.5036,66.76,154.212,2,4,18,0,0,0,0,0.8571,148,315.018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
5284369,253.301,19,16,2,1,0,0,3,3.139,76.6129,52.32,111.874,1,3,4,2,2,0,0,0.0625,96,576.313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
5284469,411.798,18,10,0,0,0,8,8,5.3777,83.9,0.0,145.749,0,0,2,2,0,2,2,0.8,104,402.682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
5287573,56.108,4,4,0,0,0,0,0,1.5824,20.488,0.0,27.144,0,0,0,0,0,0,0,0.5,24,15.219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
5315892,134.178,10,9,1,0,0,0,1,1.6921,42.5618,20.23,60.631,1,1,2,1,1,0,0,0.1111,52,201.228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
5363265,280.452,20,18,2,0,0,0,2,5.5828,86.757,26.3,124.839,0,2,13,0,0,0,0,0.7222,116,266.592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
5364509,296.495,21,19,2,0,0,0,2,6.1969,91.468,26.3,131.894,0,2,15,0,0,0,0,0.8421,124,245.951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
5366546,310.478,22,19,3,0,0,0,3,5.062,92.845,35.53,136.318,0,3,10,0,0,0,0,0.7368,128,378.142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
5821911,291.72,18,8,3,5,1,1,10,1.0232,65.6784,84.1,111.565,0,5,3,2,1,1,1,0.5,98,479.052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
5899068,274.272,20,15,5,0,0,0,5,2.2743,71.188,53.99,115.941,0,5,3,3,1,2,0,0.2667,104,587.927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6433251,763.51,41,36,4,0,0,0,5,9.5451,168.918,80.26,275.682,0,4,30,0,0,0,0,0.8333,236,523.928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6442842,422.874,29,23,2,0,0,4,6,6.6624,107.163,26.3,172.882,0,2,5,3,2,1,1,0.3478,154,932.884,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
10247670,356.374,26,20,6,0,0,0,6,3.2047,91.5898,66.38,150.753,1,6,3,5,2,3,2,0.4,136,810.046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15
11085337,220.356,16,15,1,0,0,0,1,3.3874,65.9948,20.23,98.936,1,1,4,4,0,4,4,0.8667,90,331.344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
11409499,503.515,33,17,9,5,2,0,16,-0.16,113.9412,191.98,189.317,3,11,9,2,2,0,0,0.2941,180,1241.384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
11419598,452.449,31,17,7,6,1,0,14,0.2743,108.6224,168.92,177.364,3,9,8,2,2,0,0,0.2353,166,1081.894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
11784975,483.375,32,16,5,5,1,5,16,2.605,97.6375,116.94,176.538,1,8,8,3,3,0,0,0.3125,174,1190.908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
11954021,409.782,18,10,0,0,0,8,8,5.6828,81.216,0.0,144.743,0,0,0,3,0,3,2,0.8,102,458.794,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,7
13633097,275.801,17,12,2,1,1,1,5,2.9716,73.337,29.54,111.329,0,3,5,1,1,0,0,0.5833,96,372.357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
15655387,185.311,13,11,1,1,0,0,2,2.729,56.6067,29.1,82.1,1,1,6,0,0,0,0,0.9091,78,156.169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
16682740,351.031,17,12,4,0,0,0,5,3.155,68.716,52.6,109.02,0,4,8,0,0,0,0,0.8333,100,226.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
21863527,144.09,7,0,0,0,0,6,7,2.3654,14.626,0.0,37.57,0,0,0,0,0,0,0,0.0,48,69.623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
22150757,154.9,5,0,2,0,0,2,5,-6.2321,1.373,57.0,53.51,0,0,0,0,0,0,0,0.0,32,7.61,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,9
23662384,142.086,9,4,4,0,0,0,5,-4.1489,23.9908,77.43,75.165,1,3,0,0,0,0,0,0.5,48,70.568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
23665760,74.442,3,0,1,0,0,1,3,-3.4955,5.853,23.06,46.058,0,1,0,0,0,0,0,0.0,14,4.755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
23667638,255.977,14,3,5,3,0,2,11,-6.163,41.9326,142.95,108.832,0,4,0,1,1,0,0,0.0,76,402.189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
23677927,506.059,30,8,3,0,1,17,22,1.5025,50.3812,57.2,164.034,0,3,7,0,0,0,0,1.0,176,738.592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24864132,264.369,19,15,2,2,0,0,4,1.8843,71.9494,43.37,114.465,0,2,0,4,0,4,4,0.9333,106,395.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25246088,295.443,21,18,3,0,0,0,3,3.761,83.886,52.66,129.317,0,3,14,1,0,1,1,0.8333,122,298.839,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
54680660,414.539,29,22,7,0,0,0,7,4.6248,109.4414,113.29,173.64,3,7,17,1,0,1,0,0.8182,168,515.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
56846457,727.098,54,48,0,6,0,0,6,11.3138,241.9704,156.12,326.165,6,6,0,6,6,0,0,0.25,288,1804.419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
73422990,223.958,10,6,0,0,0,4,4,3.8302,51.748,0.0,82.093,0,0,2,0,0,0,0,0.6667,62,70.148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
87468080,110.156,8,7,1,0,0,0,1,1.2348,33.295,17.07,50.09,0,1,1,0,0,0,0,0.5714,44,116.084,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8
156614055,284.473,12,6,0,0,0,5,6,3.3925,63.885,0.0,99.144,0,0,1,1,1,0,0,0.0,70,206.928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
